y00632,Mallard/Mottled Duck,547,slash
y01099,Mexican/Mottled Duck,548,slash
y00633,American Black/Mottled Duck,549,slash
captea1,Cape Teal,550,species
whcpin,White-cheeked Pintail,551,species
whcpin1,White-cheeked Pintail (White-cheeked),552,issf
whcpin2,White-cheeked Pintail (Galapagos),555,issf
x00778,Mallard x White-cheeked Pintail (hybrid),556,hybrid
rebduc1,Red-billed Duck,557,species
norpin,Northern Pintail,558,species
x00837,Baikal Teal x Northern Pintail (hybrid),559,hybrid
x00610,Gadwall x Northern Pintail (hybrid),560,hybrid
x00761,Eurasian Wigeon x Northern Pintail (hybrid),561,hybrid
x00196,American Wigeon x Northern Pintail (hybrid),562,hybrid
x01087,Pacific Black Duck x Northern Pintail (hybrid),563,hybrid
x00628,Mallard x Northern Pintail (hybrid),564,hybrid
x00674,American Black Duck x Northern Pintail (hybrid),565,hybrid
eatpin1,Eaton's Pintail,566,species
yebpin1,Yellow-billed Pintail,569,species
yebpin2,Yellow-billed Pintail (South Georgia),570,issf
yebpin3,Yellow-billed Pintail (South American),571,issf
gnwtea,Green-winged Teal,574,species
egwtea1,Green-winged Teal (Eurasian),575,issf
agwtea1,Green-winged Teal (American),576,issf
gnwtea1,Green-winged Teal (Eurasian x American),577,intergrade
x00999,Baikal x Green-winged Teal (hybrid),578,hybrid
x00371,Garganey x Green-winged Teal (hybrid),579,hybrid
x00673,Blue-winged x Green-winged Teal (hybrid),580,hybrid
x00763,Cinnamon x Green-winged Teal (hybrid),581,hybrid
x00762,Gadwall x Green-winged Teal (hybrid),582,hybrid
x00372,Eurasian Wigeon x Green-winged Teal (hybrid),583,hybrid
x00646,American Wigeon x Green-winged Teal (hybrid),584,hybrid
x00670,Mallard x Green-winged Teal (hybrid),585,hybrid
x00725,Northern Pintail x Green-winged Teal (hybrid),586,hybrid
y00766,Garganey/Green-winged Teal,587,slash
spetea3,Andean Teal,588,species
andtea2,Andean Teal (Merida),589,issf
andtea3,Andean Teal (Andean),590,issf
yebtea1,Yellow-billed Teal,591,species
spetea2,Yellow-billed Teal (flavirostris),592,issf
spetea4,Yellow-billed Teal (oxyptera),593,issf
y00367,Yellow-billed Pintail/Yellow-billed Teal,594,slash
spetea1,Andean/Yellow-billed Teal,595,slash
mauduc1,Mauritius Duck,596,species
andtea1,Andaman Teal,597,species
suntea1,Sunda Teal,598,species
gretea1,Gray Teal,599,species
x00926,Pacific Black Duck x Gray Teal (hybrid),602,hybrid
chetea1,Chestnut Teal,603,species
x00925,Pacific Black Duck x Chestnut Teal (hybrid),606,hybrid
x00913,Gray x Chestnut Teal (hybrid),607,hybrid
y00368,Gray/Chestnut Teal,608,slash
bertea1,Bernier's Teal,609,species
auitea1,Auckland Islands Teal,610,species
caitea1,Campbell Islands Teal,611,species
brotea1,Brown Teal,612,species
x00878,Mallard x Brown Teal (hybrid),613,hybrid
anas1,Anas sp.,614,spuh
teal,teal sp.,615,spuh
dabduc1,dabbling duck sp.,616,spuh
pieduc1,Pink-eared Duck,617,species
martea1,Marbled Duck,618,species
pihduc1,Pink-headed Duck,619,species
whwduc1,White-winged Duck,620,species
recpoc,Red-crested Pochard,621,species
x00648,Mallard x Red-crested Pochard (hybrid),622,hybrid
soupoc1,Southern Pochard,623,species
robpoc1,Rosy-billed Pochard,626,species
canvas,Canvasback,627,species
redhea,Redhead,628,species
x00879,Mallard x Redhead (hybrid),629,hybrid
x00684,Canvasback x Redhead (hybrid),630,hybrid
compoc,Common Pochard,631,species
x01000,Mallard x Common Pochard (hybrid),632,hybrid
x00373,Red-crested x Common Pochard (hybrid),633,hybrid
rinduc,Ring-necked Duck,634,species
x01001,Mallard x Ring-necked Duck (hybrid),635,hybrid
x00880,Canvasback x Ring-necked Duck (hybrid),636,hybrid
x00679,Redhead x Ring-necked Duck (hybrid),637,hybrid
ferduc,Ferruginous Duck,638,species
x00374,Red-crested Pochard x Ferruginous Duck (hybrid),639,hybrid
x00764,Common Pochard x Ferruginous Duck (hybrid),640,hybrid
madpoc1,Madagascar Pochard,641,species
baepoc1,Baer's Pochard,642,species
x01093,Common x Baer's Pochard (hybrid),643,hybrid
x00838,Ferruginous Duck x Baer's Pochard (hybrid),644,hybrid
y00709,Ferruginous Duck/Baer's Pochard,645,slash
wheduc1,Hardhead,646,species
x00912,Gray Teal x Hardhead (hybrid),647,hybrid
tufduc,Tufted Duck,648,species
x00375,Mallard x Tufted Duck (hybrid),649,hybrid
x00376,Red-crested Pochard x Tufted Duck (hybrid),650,hybrid
x00683,Common Pochard x Tufted Duck (hybrid),651,hybrid
x00652,Ring-necked x Tufted Duck (hybrid),652,hybrid
x00839,Ferruginous x Tufted Duck (hybrid),653,hybrid
nezsca1,New Zealand Scaup,654,species
gresca,Greater Scaup,655,species
x00680,Redhead x Greater Scaup (hybrid),658,hybrid
x00779,Ring-necked Duck x Greater Scaup (hybrid),659,hybrid
x00654,Tufted Duck x Greater Scaup (hybrid),660,hybrid
lessca,Lesser Scaup,661,species
x00678,Redhead x Lesser Scaup (hybrid),662,hybrid
x00613,Ring-necked Duck x Lesser Scaup (hybrid),663,hybrid
x00653,Tufted Duck x Lesser Scaup (hybrid),664,hybrid
x00377,Canvasback x scaup sp. (hybrid),665,hybrid
x00681,Redhead x scaup sp. (hybrid),666,hybrid
x00682,Ring-necked Duck x scaup sp. (hybrid),667,hybrid
tdxsca1,Tufted Duck x scaup sp. (hybrid),668,hybrid
scaup,Greater/Lesser Scaup,669,slash
aythya1,Aythya sp.,670,spuh
steeid,Steller's Eider,671,species
labduc,Labrador Duck,672,species
speeid,Spectacled Eider,673,species
kineid,King Eider,674,species
x00942,Spectacled x King Eider (hybrid),675,hybrid
comeid,Common Eider,676,species
comeid5,Common Eider (Eurasian),677,issf
comeid6,Common Eider (Faeroe Is.),678,issf
comeid1,Common Eider (Pacific),679,issf
comeid2,Common Eider (Dresser's),680,issf
comeid3,Common Eider (Northern),681,issf
comeid4,Common Eider (Hudson Bay),682,issf
x00881,Mallard x Common Eider (hybrid),683,hybrid
x00665,King x Common Eider (hybrid),684,hybrid
eider,King/Common Eider,685,slash
eider1,eider sp.,686,spuh
harduc,Harlequin Duck,687,species
sursco,Surf Scoter,688,species
whwsco3,Velvet Scoter,689,species
whwsco2,White-winged Scoter,690,species
whwsco1,Stejneger's Scoter,691,species
x00882,Surf x White-winged Scoter (hybrid),692,hybrid
whwsco,Velvet/White-winged/Stejneger's Scoter,693,slash
whwsco4,White-winged/Stejneger's Scoter,694,slash
blksco1,Common Scoter,695,species
blksco2,Black Scoter,696,species
dawsco,Surf/Black Scoter,697,slash
blksco,Common/Black Scoter,698,slash
scoter,scoter sp.,699,spuh
lotduc,Long-tailed Duck,700,species
buffle,Bufflehead,701,species
comgol,Common Goldeneye,702,species
x00655,Bufflehead x Common Goldeneye (hybrid),705,hybrid
x00909,Bufflehead x goldeneye sp. (hybrid),706,hybrid
bargol,Barrow's Goldeneye,707,species
cxbgol1,Common x Barrow's Goldeneye (hybrid),708,hybrid
y00004,Common/Barrow's Goldeneye,709,slash
smew,Smew,710,species
x00378,Common Goldeneye x Smew (hybrid),711,hybrid
hoomer,Hooded Merganser,712,species
x00202,Wood Duck x Hooded Merganser (hybrid),713,hybrid
x00424,Bufflehead x Hooded Merganser (hybrid),714,hybrid
x00425,Common Goldeneye x Hooded Merganser (hybrid),715,hybrid
x00426,Barrow's Goldeneye x Hooded Merganser (hybrid),716,hybrid
x00631,goldeneye sp. x Hooded Merganser (hybrid),717,hybrid
x00379,Smew x Hooded Merganser (hybrid),718,hybrid
auimer1,Auckland Islands Merganser,719,species
commer,Common Merganser,720,species
goosan1,Common Merganser (Eurasian),721,issf
commer1,Common Merganser (North American),724,issf
x00840,Common Eider x Common Merganser (hybrid),725,hybrid
x00726,Hooded x Common Merganser (hybrid),726,hybrid
bramer1,Brazilian Merganser,727,species
rebmer,Red-breasted Merganser,728,species
x00614,Ring-necked Duck x Red-breasted Merganser (hybrid),729,hybrid
x00780,Common x Red-breasted Merganser (hybrid),730,hybrid
y00224,Common/Red-breasted Merganser,731,slash
scsmer1,Scaly-sided Merganser,732,species
mergan1,merganser sp.,733,spuh
blhduc1,Black-headed Duck,734,species
masduc,Masked Duck,735,species
rudduc,Ruddy Duck,736,species
y00710,Masked/Ruddy Duck,737,slash
andduc1,Andean Duck,738,species
andduc2,Andean Duck (andina),739,issf
rudduc2,Andean Duck (ferruginea),740,issf
whhduc1,White-headed Duck,741,species
x00705,Ruddy x White-headed Duck (hybrid),742,hybrid
macduc1,Maccoa Duck,743,species
lakduc1,Lake Duck,744,species
y00601,Andean/Lake Duck,745,slash
blbduc1,Blue-billed Duck,746,species
musduc1,Musk Duck,747,species
duck1,duck sp.,750,spuh
waterf1,waterfowl sp.,751,spuh
ausbrt1,Australian Brushturkey,753,species
watbrt1,Wattled Brushturkey,756,species
brubrt1,Waigeo Brushturkey,759,species
rebbrt1,Red-billed Brushturkey,760,species
bkbbrt1,Yellow-legged Brushturkey,763,species
bncbrt1,Red-legged Brushturkey,768,species
talega1,Talegalla sp.,771,spuh
mallee1,Malleefowl,772,species
maleo1,Maleo,773,species
molscr1,Moluccan Megapode,774,species
niuscr1,Tongan Megapode,775,species
micscr1,Micronesian Megapode,776,species
nicscr1,Nicobar Megapode,779,species
tabscr1,Philippine Megapode,782,species
sulscr1,Sula Megapode,790,species
tanscr1,Tanimbar Megapode,791,species
dusscr1,Dusky Megapode,792,species
dusscr2,Dusky Megapode (Dusky),793,issf
forscr1,Dusky Megapode (Forsten's),797,issf
dusscr3,Biak Megapode,800,species
melscr1,Melanesian Megapode,801,species
vanscr1,Vanuatu Megapode,802,species
negscr1,New Guinea Megapode,803,species
orfscr1,Orange-footed Megapode,804,species
placha,Plain Chachalaca,811,species
grhcha1,Gray-headed Chachalaca,816,species
chwcha1,Chestnut-winged Chachalaca,817,species
ruvcha1,Rufous-vented Chachalaca,818,species
ruvcha2,Rufous-vented Chachalaca (Rufous-vented),819,issf
ruvcha3,Rufous-vented Chachalaca (Rufous-tipped),820,issf
ruhcha1,Rufous-headed Chachalaca,821,species
rubcha1,Rufous-bellied Chachalaca,822,species
wemcha1,West Mexican Chachalaca,823,species
chacha1,Chaco Chachalaca,824,species
whbcha1,White-bellied Chachalaca,827,species
colcha1,Colombian Chachalaca,828,species
